Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz
Log data polledPollingTask Timing | elapsed=5916 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=5933 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=5950 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=5967 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=5984 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6001 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6018 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6035 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6052 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6069 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6086 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6103 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6120 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6137 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6154 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6171 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6188 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6205 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6222 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6239 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6256 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6273 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6290 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6307 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6324 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6341 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6358 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6375 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6392 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6409 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6426 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6443 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6460 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6477 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6494 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6511 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6528 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6545 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6562 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6579 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6596 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6613 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6630 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6647 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6664 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6681 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6698 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6715 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6732 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6749 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6766 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6783 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6800 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6817 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6834 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6851 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6868 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6885 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6902 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6919 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6936 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6953 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6970 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=6987 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7004 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7021 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7038 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7055 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7072 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7089 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7106 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7123 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7140 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7157 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7174 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7191 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7208 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7225 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7242 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7259 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7276 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7293 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7310 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7327 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7344 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7361 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7378 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7395 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7412 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7429 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7446 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7463 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7480 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7497 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7514 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7531 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7548 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7565 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7582 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7599 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7616 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7633 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7650 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7667 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7684 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7701 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7718 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7735 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7752 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7769 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7786 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7803 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7820 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7837 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7854 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7871 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7888 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7905 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7922 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7939 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7956 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7973 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=7990 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8007 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8024 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8041 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8058 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8075 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8092 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8109 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8126 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8143 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8160 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8177 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8194 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8211 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8228 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8245 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8262 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8279 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8296 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8313 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8330 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8347 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8364 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8381 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8398 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8415 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8432 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8449 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8466 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8483 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8500 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8517 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8534 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8551 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8568 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8585 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8602 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8619 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8636 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8653 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8670 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8687 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8704 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8721 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8738 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8755 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8772 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8789 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8806 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8823 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8840 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8857 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8874 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8891 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8908 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8925 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8942 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8959 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8976 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=8993 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9010 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9027 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9044 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9061 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9078 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9095 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9112 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9129 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9146 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9163 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9180 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9197 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9214 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9231 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9248 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9265 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9282 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9299 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9316 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9333 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9350 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9367 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9384 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9401 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9418 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9435 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9452 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9469 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9486 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9503 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9520 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9537 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9554 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9571 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9588 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9605 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9622 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9639 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9656 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9673 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9690 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9707 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9724 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9741 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9758 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9775 ms dt=17 ms rate=58 Hz
Log data polledDebug, unknown command: land\land
PollingTask Timing | elapsed=9792 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9809 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9826 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9843 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9860 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9877 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9894 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9911 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9928 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9945 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9962 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9979 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=9996 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10013 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10030 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10047 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10064 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10081 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10098 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10115 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10132 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10149 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10166 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10183 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10200 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10217 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10234 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10251 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10268 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10285 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10302 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10319 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10336 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10353 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10370 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10387 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10404 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10421 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10438 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10455 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10472 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10489 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10506 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10523 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10540 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10557 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10574 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10591 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10608 ms dt=17 ms rate=58 Hz
